conv_id,domain,row_id,speaker,utterance,sys_act,usr_act,extracted_slots,state_info,state_book,missing_info,missing_book
movie_0001,movie,10,system,"Chốt đặt vé: phim wonka, rạp CGV, ngày weekend, giờ 19:45, 3 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""wonka"", ""theater"": ""CGV""}","{""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 3}",[],[]
movie_0001,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""wonka"", ""theater"": ""CGV""}","{""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 3}",[],[]
navigation_0002,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0002,navigation,1,user,Đi tới Chợ Bà Chiểu.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Chợ Bà Chiểu""}}","{""destination"": ""Chợ Bà Chiểu""}","{""destination"": ""Chợ Bà Chiểu""}",{},"[""origin"", ""mode""]",[]
navigation_0002,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,,"{""destination"": ""Chợ Bà Chiểu""}",{},"[""origin"", ""mode""]",[]
navigation_0002,navigation,3,user,Từ Bến Thành.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Bến Thành""}}","{""origin"": ""Bến Thành""}","{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Bến Thành""}",{},"[""mode""]",[]
navigation_0002,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,,"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Bến Thành""}",{},"[""mode""]",[]
navigation_0002,navigation,5,user,Đi xe máy.,,"{""act"": ""inform"", ""slots"": {""mode"": ""motorbike""}}","{""mode"": ""motorbike""}","{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Bến Thành"", ""mode"": ""motorbike""}",{},[],[]
navigation_0002,navigation,6,system,"Chốt: từ Bến Thành đến Chợ Bà Chiểu, phương tiện motorbike. OK không?",CONFIRM(navigation),,,"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Bến Thành"", ""mode"": ""motorbike""}",{},[],[]
navigation_0002,navigation,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Bến Thành"", ""mode"": ""motorbike""}",{},[],[]
movie_0003,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0003,movie,1,user,Mình muốn đặt vé phim wonka.,,"{""act"": ""inform"", ""slots"": {""movie"": ""wonka""}}","{""movie"": ""wonka""}","{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0003,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0003,movie,3,user,Lotte.,,"{""act"": ""inform"", ""slots"": {""theater"": ""Lotte""}}","{""theater"": ""Lotte""}","{""movie"": ""wonka"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0003,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""wonka"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0003,movie,5,user,Cuối tuần.,,"{""act"": ""inform"", ""slots"": {""date"": ""weekend""}}","{""date"": ""weekend""}","{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""weekend""}",[],"[""time"", ""tickets""]"
movie_0003,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""weekend""}",[],"[""time"", ""tickets""]"
movie_0003,movie,7,user,19:45,,"{""act"": ""inform"", ""slots"": {""time"": ""19:45""}}","{""time"": ""19:45""}","{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""time"": ""19:45""}",[],"[""tickets""]"
movie_0003,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""time"": ""19:45""}",[],"[""tickets""]"
movie_0003,movie,9,user,1 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 1}}","{""tickets"": 1}","{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 1}",[],[]
movie_0003,movie,10,system,"Chốt đặt vé: phim wonka, rạp Lotte, ngày weekend, giờ 19:45, 1 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 1}",[],[]
movie_0003,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 1}",[],[]
movie_0004,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0004,movie,1,user,Mình muốn đặt vé phim barbie.,,"{""act"": ""inform"", ""slots"": {""movie"": ""barbie""}}","{""movie"": ""barbie""}","{""movie"": ""barbie""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0004,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""barbie""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0004,movie,3,user,BHD.,,"{""act"": ""inform"", ""slots"": {""theater"": ""BHD""}}","{""theater"": ""BHD""}","{""movie"": ""barbie"", ""theater"": ""BHD""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0004,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""barbie"", ""theater"": ""BHD""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0004,movie,5,user,Hôm nay.,,"{""act"": ""inform"", ""slots"": {""date"": ""today""}}","{""date"": ""today""}","{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0004,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0004,movie,7,user,18:30,,"{""act"": ""inform"", ""slots"": {""time"": ""18:30""}}","{""time"": ""18:30""}","{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30""}",[],"[""tickets""]"
movie_0004,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30""}",[],"[""tickets""]"
movie_0004,movie,9,user,3 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 3}}","{""tickets"": 3}","{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
movie_0004,movie,10,system,"Chốt đặt vé: phim barbie, rạp BHD, ngày today, giờ 18:30, 3 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
movie_0004,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
movie_0005,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0005,movie,1,user,Mình muốn đặt vé phim avatar.,,"{""act"": ""inform"", ""slots"": {""movie"": ""avatar""}}","{""movie"": ""avatar""}","{""movie"": ""avatar""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0005,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""avatar""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0005,movie,3,user,CGV. 22:00 Mình muốn đặt vé phim avatar.,,"{""act"": ""inform"", ""slots"": {""theater"": ""CGV"", ""time"": ""22:00"", ""movie"": ""avatar""}}","{""time"": ""22:00"", ""theater"": ""CGV"", ""movie"": ""avatar""}","{""movie"": ""avatar"", ""theater"": ""CGV""}","{""time"": ""22:00""}",[],"[""date"", ""tickets""]"
movie_0005,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""avatar"", ""theater"": ""CGV""}","{""time"": ""22:00""}",[],"[""date"", ""tickets""]"
movie_0005,movie,5,user,Cuối tuần.,,"{""act"": ""inform"", ""slots"": {""date"": ""weekend""}}","{""date"": ""weekend""}","{""movie"": ""avatar"", ""theater"": ""CGV""}","{""time"": ""22:00"", ""date"": ""weekend""}",[],"[""tickets""]"
movie_0005,movie,6,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""avatar"", ""theater"": ""CGV""}","{""time"": ""22:00"", ""date"": ""weekend""}",[],"[""tickets""]"
movie_0005,movie,7,user,4 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 4}}","{""tickets"": 4}","{""movie"": ""avatar"", ""theater"": ""CGV""}","{""time"": ""22:00"", ""date"": ""weekend"", ""tickets"": 4}",[],[]
movie_0005,movie,8,system,"Chốt đặt vé: phim avatar, rạp CGV, ngày weekend, giờ 22:00, 4 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""avatar"", ""theater"": ""CGV""}","{""time"": ""22:00"", ""date"": ""weekend"", ""tickets"": 4}",[],[]
movie_0005,movie,9,user,"Không đúng, mình sửa lại: 21:10",,"{""act"": ""deny+inform"", ""slots"": {""time"": ""21:10""}}","{""time"": ""21:10""}","{""movie"": ""avatar"", ""theater"": ""CGV""}","{""time"": ""21:10"", ""date"": ""weekend"", ""tickets"": 4}",[],[]
movie_0005,movie,10,system,"Chốt đặt vé: phim avatar, rạp CGV, ngày weekend, giờ 21:10, 4 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""avatar"", ""theater"": ""CGV""}","{""time"": ""21:10"", ""date"": ""weekend"", ""tickets"": 4}",[],[]
movie_0005,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""avatar"", ""theater"": ""CGV""}","{""time"": ""21:10"", ""date"": ""weekend"", ""tickets"": 4}",[],[]
movie_0006,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0006,movie,1,user,Mình muốn đặt vé phim barbie.,,"{""act"": ""inform"", ""slots"": {""movie"": ""barbie""}}","{""movie"": ""barbie""}","{""movie"": ""barbie""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0006,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""barbie""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0006,movie,3,user,CGV.,,"{""act"": ""inform"", ""slots"": {""theater"": ""CGV""}}","{""theater"": ""CGV""}","{""movie"": ""barbie"", ""theater"": ""CGV""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0006,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""barbie"", ""theater"": ""CGV""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0006,movie,5,user,Hôm nay.,,"{""act"": ""inform"", ""slots"": {""date"": ""today""}}","{""date"": ""today""}","{""movie"": ""barbie"", ""theater"": ""CGV""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0006,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""movie"": ""barbie"", ""theater"": ""CGV""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0006,movie,7,user,22:00,,"{""act"": ""inform"", ""slots"": {""time"": ""22:00""}}","{""time"": ""22:00""}","{""movie"": ""barbie"", ""theater"": ""CGV""}","{""date"": ""today"", ""time"": ""22:00""}",[],"[""tickets""]"
movie_0006,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""barbie"", ""theater"": ""CGV""}","{""date"": ""today"", ""time"": ""22:00""}",[],"[""tickets""]"
movie_0006,movie,9,user,4 vé 22:00 Hôm nay.,,"{""act"": ""inform"", ""slots"": {""tickets"": 4, ""time"": ""22:00"", ""date"": ""today""}}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 4}","{""movie"": ""barbie"", ""theater"": ""CGV""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 4}",[],[]
movie_0006,movie,10,system,"Chốt đặt vé: phim barbie, rạp CGV, ngày today, giờ 22:00, 4 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""barbie"", ""theater"": ""CGV""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 4}",[],[]
movie_0006,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""barbie"", ""theater"": ""CGV""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 4}",[],[]
movie_0007,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0007,movie,1,user,Mình muốn đặt vé phim barbie.,,"{""act"": ""inform"", ""slots"": {""movie"": ""barbie""}}","{""movie"": ""barbie""}","{""movie"": ""barbie""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0007,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""barbie""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0007,movie,3,user,Lotte.,,"{""act"": ""inform"", ""slots"": {""theater"": ""Lotte""}}","{""theater"": ""Lotte""}","{""movie"": ""barbie"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0007,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""barbie"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0007,movie,5,user,Mai.,,"{""act"": ""inform"", ""slots"": {""date"": ""tomorrow""}}","{""date"": ""tomorrow""}","{""movie"": ""barbie"", ""theater"": ""Lotte""}","{""date"": ""tomorrow""}",[],"[""time"", ""tickets""]"
movie_0007,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""movie"": ""barbie"", ""theater"": ""Lotte""}","{""date"": ""tomorrow""}",[],"[""time"", ""tickets""]"
movie_0007,movie,7,user,21:10,,"{""act"": ""inform"", ""slots"": {""time"": ""21:10""}}","{""time"": ""21:10""}","{""movie"": ""barbie"", ""theater"": ""Lotte""}","{""date"": ""tomorrow"", ""time"": ""21:10""}",[],"[""tickets""]"
movie_0007,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""barbie"", ""theater"": ""Lotte""}","{""date"": ""tomorrow"", ""time"": ""21:10""}",[],"[""tickets""]"
movie_0007,movie,9,user,1 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 1}}","{""tickets"": 1}","{""movie"": ""barbie"", ""theater"": ""Lotte""}","{""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 1}",[],[]
movie_0007,movie,10,system,"Chốt đặt vé: phim barbie, rạp Lotte, ngày tomorrow, giờ 21:10, 1 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""barbie"", ""theater"": ""Lotte""}","{""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 1}",[],[]
movie_0007,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""barbie"", ""theater"": ""Lotte""}","{""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 1}",[],[]
movie_0008,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0008,movie,1,user,Mình muốn đặt vé phim oppenheimer.,,"{""act"": ""inform"", ""slots"": {""movie"": ""oppenheimer""}}","{""movie"": ""oppenheimer""}","{""movie"": ""oppenheimer""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0008,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""oppenheimer""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0008,movie,3,user,BHD.,,"{""act"": ""inform"", ""slots"": {""theater"": ""BHD""}}","{""theater"": ""BHD""}","{""movie"": ""oppenheimer"", ""theater"": ""BHD""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0008,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""oppenheimer"", ""theater"": ""BHD""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0008,movie,5,user,Mai. BHD. 22:00,,"{""act"": ""inform"", ""slots"": {""date"": ""tomorrow"", ""theater"": ""BHD"", ""time"": ""22:00""}}","{""date"": ""tomorrow"", ""time"": ""22:00"", ""theater"": ""BHD""}","{""movie"": ""oppenheimer"", ""theater"": ""BHD""}","{""date"": ""tomorrow"", ""time"": ""22:00""}",[],"[""tickets""]"
movie_0008,movie,6,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""oppenheimer"", ""theater"": ""BHD""}","{""date"": ""tomorrow"", ""time"": ""22:00""}",[],"[""tickets""]"
movie_0008,movie,7,user,1 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 1}}","{""tickets"": 1}","{""movie"": ""oppenheimer"", ""theater"": ""BHD""}","{""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 1}",[],[]
movie_0008,movie,8,system,"Chốt đặt vé: phim oppenheimer, rạp BHD, ngày tomorrow, giờ 22:00, 1 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""oppenheimer"", ""theater"": ""BHD""}","{""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 1}",[],[]
movie_0008,movie,9,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""oppenheimer"", ""theater"": ""BHD""}","{""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 1}",[],[]
navigation_0009,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0009,navigation,1,user,Đi tới UBND Quận 1.,,"{""act"": ""inform"", ""slots"": {""destination"": ""UBND Quận 1""}}","{""destination"": ""UBND Quận 1""}","{""destination"": ""UBND Quận 1""}",{},"[""origin"", ""mode""]",[]
navigation_0009,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,,"{""destination"": ""UBND Quận 1""}",{},"[""origin"", ""mode""]",[]
navigation_0009,navigation,3,user,Từ Landmark 81. Đi tới UBND Quận 1.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Landmark 81"", ""destination"": ""UBND Quận 1""}}","{""origin"": ""Landmark 81. Đi"", ""destination"": ""UBND Quận 1.""}","{""destination"": ""UBND Quận 1."", ""origin"": ""Landmark 81. Đi""}",{},"[""mode""]",[]
navigation_0009,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,,"{""destination"": ""UBND Quận 1."", ""origin"": ""Landmark 81. Đi""}",{},"[""mode""]",[]
navigation_0009,navigation,5,user,Đi ô tô.,,"{""act"": ""inform"", ""slots"": {""mode"": ""car""}}","{""mode"": ""car""}","{""destination"": ""UBND Quận 1."", ""origin"": ""Landmark 81. Đi"", ""mode"": ""car""}",{},[],[]
navigation_0009,navigation,6,system,"Chốt: từ Landmark 81. Đi đến UBND Quận 1., phương tiện car. OK không?",CONFIRM(navigation),,,"{""destination"": ""UBND Quận 1."", ""origin"": ""Landmark 81. Đi"", ""mode"": ""car""}",{},[],[]
navigation_0009,navigation,7,user,"Không đúng, mình sửa lại: Từ Landmark 81.",,"{""act"": ""deny+inform"", ""slots"": {""origin"": ""Landmark 81""}}","{""origin"": ""Landmark 81""}","{""destination"": ""UBND Quận 1."", ""origin"": ""Landmark 81"", ""mode"": ""car""}",{},[],[]
navigation_0009,navigation,8,system,"Chốt: từ Landmark 81 đến UBND Quận 1., phương tiện car. OK không?",CONFIRM(navigation),,,"{""destination"": ""UBND Quận 1."", ""origin"": ""Landmark 81"", ""mode"": ""car""}",{},[],[]
navigation_0009,navigation,9,user,"Không đúng, mình sửa lại: Đi tới UBND Quận 1.",,"{""act"": ""deny+inform"", ""slots"": {""destination"": ""UBND Quận 1""}}","{""destination"": ""UBND Quận 1""}","{""destination"": ""UBND Quận 1"", ""origin"": ""Landmark 81"", ""mode"": ""car""}",{},[],[]
navigation_0009,navigation,10,system,"Chốt: từ Landmark 81 đến UBND Quận 1, phương tiện car. OK không?",CONFIRM(navigation),,,"{""destination"": ""UBND Quận 1"", ""origin"": ""Landmark 81"", ""mode"": ""car""}",{},[],[]
navigation_0009,navigation,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""destination"": ""UBND Quận 1"", ""origin"": ""Landmark 81"", ""mode"": ""car""}",{},[],[]
movie_0010,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
