conv_id,domain,row_id,speaker,utterance,sys_act,usr_act,extracted_slots,state_info,state_book,missing_info,missing_book
movie_0001,movie,8,system,"Chốt đặt vé: phim oppenheimer, rạp Lotte, ngày weekend, giờ 18:30, 3 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""oppenheimer"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""tickets"": 3, ""time"": ""18:30""}",[],[]
movie_0001,movie,9,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""oppenheimer"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""tickets"": 3, ""time"": ""18:30""}",[],[]
navigation_0002,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0002,navigation,1,user,Đi tới Bến Thành.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Bến Thành""}}","{""destination"": ""Bến Thành""}","{""destination"": ""Bến Thành""}",{},"[""origin"", ""mode""]",[]
navigation_0002,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,,"{""destination"": ""Bến Thành""}",{},"[""origin"", ""mode""]",[]
navigation_0002,navigation,3,user,Từ Central Station.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Central Station""}}","{""origin"": ""Central Station""}","{""destination"": ""Bến Thành"", ""origin"": ""Central Station""}",{},"[""mode""]",[]
navigation_0002,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,,"{""destination"": ""Bến Thành"", ""origin"": ""Central Station""}",{},"[""mode""]",[]
navigation_0002,navigation,5,user,Đi ô tô.,,"{""act"": ""inform"", ""slots"": {""mode"": ""car""}}","{""mode"": ""car""}","{""destination"": ""Bến Thành"", ""origin"": ""Central Station"", ""mode"": ""car""}",{},[],[]
navigation_0002,navigation,6,system,"Chốt: từ Central Station đến Bến Thành, phương tiện car. OK không?",CONFIRM(navigation),,,"{""destination"": ""Bến Thành"", ""origin"": ""Central Station"", ""mode"": ""car""}",{},[],[]
navigation_0002,navigation,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""destination"": ""Bến Thành"", ""origin"": ""Central Station"", ""mode"": ""car""}",{},[],[]
movie_0003,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0003,movie,1,user,Mình muốn đặt vé phim barbie.,,"{""act"": ""inform"", ""slots"": {""movie"": ""barbie""}}","{""movie"": ""barbie""}","{""movie"": ""barbie""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0003,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""barbie""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0003,movie,3,user,BHD.,,"{""act"": ""inform"", ""slots"": {""theater"": ""BHD""}}","{""theater"": ""BHD""}","{""movie"": ""barbie"", ""theater"": ""BHD""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0003,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""barbie"", ""theater"": ""BHD""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0003,movie,5,user,Hôm nay.,,"{""act"": ""inform"", ""slots"": {""date"": ""today""}}","{""date"": ""today""}","{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0003,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0003,movie,7,user,18:30,,"{""act"": ""inform"", ""slots"": {""time"": ""18:30""}}",{},"{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0003,movie,8,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0003,movie,9,user,18:30,,"{""act"": ""inform"", ""slots"": {""time"": ""18:30""}}","{""time"": ""18:30""}","{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30""}",[],"[""tickets""]"
movie_0003,movie,10,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30""}",[],"[""tickets""]"
movie_0003,movie,11,user,3 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 3}}","{""tickets"": 3}","{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
movie_0003,movie,12,system,"Chốt đặt vé: phim barbie, rạp BHD, ngày today, giờ 18:30, 3 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
movie_0003,movie,13,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""barbie"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
movie_0004,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0004,movie,1,user,Mình muốn đặt vé phim oppenheimer.,,"{""act"": ""inform"", ""slots"": {""movie"": ""oppenheimer""}}","{""movie"": ""oppenheimer""}","{""movie"": ""oppenheimer""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0004,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""oppenheimer""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0004,movie,3,user,Galaxy. Mình muốn đặt vé phim oppenheimer.,,"{""act"": ""inform"", ""slots"": {""theater"": ""Galaxy"", ""movie"": ""oppenheimer""}}","{""theater"": ""Galaxy"", ""movie"": ""oppenheimer""}","{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0004,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0004,movie,5,user,Hôm nay.,,"{""act"": ""inform"", ""slots"": {""date"": ""today""}}","{""date"": ""today""}","{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0004,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0004,movie,7,user,22:00,,"{""act"": ""inform"", ""slots"": {""time"": ""22:00""}}","{""time"": ""22:00""}","{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""today"", ""time"": ""22:00""}",[],"[""tickets""]"
movie_0004,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""today"", ""time"": ""22:00""}",[],"[""tickets""]"
movie_0004,movie,9,user,3 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 3}}","{""tickets"": 3}","{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 3}",[],[]
movie_0004,movie,10,system,"Chốt đặt vé: phim oppenheimer, rạp Galaxy, ngày today, giờ 22:00, 3 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 3}",[],[]
movie_0004,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 3}",[],[]
movie_0005,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0005,movie,1,user,Mình muốn đặt vé phim wonka.,,"{""act"": ""inform"", ""slots"": {""movie"": ""wonka""}}","{""movie"": ""wonka""}","{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0005,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0005,movie,3,user,Lotte.,,"{""act"": ""inform"", ""slots"": {""theater"": ""Lotte""}}","{""theater"": ""Lotte""}","{""movie"": ""wonka"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0005,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""wonka"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0005,movie,5,user,Hôm nay.,,"{""act"": ""inform"", ""slots"": {""date"": ""today""}}",{},"{""movie"": ""wonka"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0005,movie,6,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""wonka"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0005,movie,7,user,Hôm nay.,,"{""act"": ""inform"", ""slots"": {""date"": ""today""}}","{""date"": ""today""}","{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0005,movie,8,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
movie_0005,movie,9,user,22:00,,"{""act"": ""inform"", ""slots"": {""time"": ""22:00""}}","{""time"": ""22:00""}","{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""today"", ""time"": ""22:00""}",[],"[""tickets""]"
movie_0005,movie,10,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""today"", ""time"": ""22:00""}",[],"[""tickets""]"
movie_0005,movie,11,user,2 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 2}}","{""tickets"": 2}","{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 2}",[],[]
movie_0005,movie,12,system,"Chốt đặt vé: phim wonka, rạp Lotte, ngày today, giờ 22:00, 2 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 2}",[],[]
movie_0005,movie,13,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""wonka"", ""theater"": ""Lotte""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 2}",[],[]
movie_0006,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0006,movie,1,user,Mình muốn đặt vé phim oppenheimer. Hôm nay. 18:30,,"{""act"": ""inform"", ""slots"": {""movie"": ""oppenheimer"", ""date"": ""today"", ""time"": ""18:30""}}","{""date"": ""today"", ""time"": ""18:30"", ""movie"": ""oppenheimer""}","{""movie"": ""oppenheimer""}","{""date"": ""today"", ""time"": ""18:30""}","[""theater""]","[""tickets""]"
movie_0006,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""oppenheimer""}","{""date"": ""today"", ""time"": ""18:30""}","[""theater""]","[""tickets""]"
movie_0006,movie,3,user,CGV.,,"{""act"": ""inform"", ""slots"": {""theater"": ""CGV""}}","{""theater"": ""CGV""}","{""movie"": ""oppenheimer"", ""theater"": ""CGV""}","{""date"": ""today"", ""time"": ""18:30""}",[],"[""tickets""]"
movie_0006,movie,4,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""oppenheimer"", ""theater"": ""CGV""}","{""date"": ""today"", ""time"": ""18:30""}",[],"[""tickets""]"
movie_0006,movie,5,user,2 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 2}}","{""tickets"": 2}","{""movie"": ""oppenheimer"", ""theater"": ""CGV""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 2}",[],[]
movie_0006,movie,6,system,"Chốt đặt vé: phim oppenheimer, rạp CGV, ngày today, giờ 18:30, 2 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""oppenheimer"", ""theater"": ""CGV""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 2}",[],[]
movie_0006,movie,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""oppenheimer"", ""theater"": ""CGV""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 2}",[],[]
movie_0007,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0007,movie,1,user,Mình muốn đặt vé phim avatar. Lotte.,,"{""act"": ""inform"", ""slots"": {""movie"": ""avatar"", ""theater"": ""Lotte""}}","{""theater"": ""Lotte"", ""movie"": ""avatar""}","{""theater"": ""Lotte"", ""movie"": ""avatar""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0007,movie,2,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""theater"": ""Lotte"", ""movie"": ""avatar""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0007,movie,3,user,Mai. BHD. 4 vé,,"{""act"": ""inform"", ""slots"": {""date"": ""tomorrow"", ""theater"": ""BHD"", ""tickets"": 4}}","{""date"": ""tomorrow"", ""tickets"": 4, ""theater"": ""BHD""}","{""theater"": ""BHD"", ""movie"": ""avatar""}","{""date"": ""tomorrow"", ""tickets"": 4}",[],"[""time""]"
movie_0007,movie,4,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""theater"": ""BHD"", ""movie"": ""avatar""}","{""date"": ""tomorrow"", ""tickets"": 4}",[],"[""time""]"
movie_0007,movie,5,user,22:00,,"{""act"": ""inform"", ""slots"": {""time"": ""22:00""}}","{""time"": ""22:00""}","{""theater"": ""BHD"", ""movie"": ""avatar""}","{""date"": ""tomorrow"", ""tickets"": 4, ""time"": ""22:00""}",[],[]
movie_0007,movie,6,system,"Chốt đặt vé: phim avatar, rạp BHD, ngày tomorrow, giờ 22:00, 4 vé. OK không?",CONFIRM(movie),,,"{""theater"": ""BHD"", ""movie"": ""avatar""}","{""date"": ""tomorrow"", ""tickets"": 4, ""time"": ""22:00""}",[],[]
movie_0007,movie,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""theater"": ""BHD"", ""movie"": ""avatar""}","{""date"": ""tomorrow"", ""tickets"": 4, ""time"": ""22:00""}",[],[]
navigation_0008,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0008,navigation,1,user,Đi tới Sân bay Tân Sơn Nhất. Đi xe máy. Từ Chợ Bà Chiểu.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""motorbike"", ""origin"": ""Chợ Bà Chiểu""}}","{""mode"": ""motorbike"", ""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Chợ Bà Chiểu""}","{""mode"": ""motorbike"", ""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Chợ Bà Chiểu""}",{},[],[]
navigation_0008,navigation,2,system,"Chốt: từ Chợ Bà Chiểu đến Chợ Bà Chiểu, phương tiện motorbike. OK không?",CONFIRM(navigation),,,"{""mode"": ""motorbike"", ""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Chợ Bà Chiểu""}",{},[],[]
navigation_0008,navigation,3,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""mode"": ""motorbike"", ""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Chợ Bà Chiểu""}",{},[],[]
navigation_0009,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0009,navigation,1,user,Đi tới UBND Quận 1.,,"{""act"": ""inform"", ""slots"": {""destination"": ""UBND Quận 1""}}","{""destination"": ""UBND Quận 1""}","{""destination"": ""UBND Quận 1""}",{},"[""origin"", ""mode""]",[]
navigation_0009,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,,"{""destination"": ""UBND Quận 1""}",{},"[""origin"", ""mode""]",[]
navigation_0009,navigation,3,user,Từ Central Stadium. Đi tới UBND Quận 1.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Central Stadium"", ""destination"": ""UBND Quận 1""}}","{""origin"": ""Central Stadium. Đi"", ""destination"": ""UBND Quận 1.""}","{""destination"": ""UBND Quận 1."", ""origin"": ""Central Stadium. Đi""}",{},"[""mode""]",[]
navigation_0009,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,,"{""destination"": ""UBND Quận 1."", ""origin"": ""Central Stadium. Đi""}",{},"[""mode""]",[]
navigation_0009,navigation,5,user,Đi bus.,,"{""act"": ""inform"", ""slots"": {""mode"": ""bus""}}","{""mode"": ""bus""}","{""destination"": ""UBND Quận 1."", ""origin"": ""Central Stadium. Đi"", ""mode"": ""bus""}",{},[],[]
navigation_0009,navigation,6,system,"Chốt: từ Central Stadium. Đi đến UBND Quận 1., phương tiện bus. OK không?",CONFIRM(navigation),,,"{""destination"": ""UBND Quận 1."", ""origin"": ""Central Stadium. Đi"", ""mode"": ""bus""}",{},[],[]
navigation_0009,navigation,7,user,"Không đúng, mình sửa lại: Đi tới UBND Quận 1. Từ Central Station.",,"{""act"": ""deny+inform"", ""slots"": {""destination"": ""UBND Quận 1"", ""origin"": ""Central Station""}}","{""origin"": ""UBND Quận 1"", ""destination"": ""UBND Quận 1""}","{""destination"": ""UBND Quận 1"", ""origin"": ""UBND Quận 1"", ""mode"": ""bus""}",{},[],[]
navigation_0009,navigation,8,system,"Chốt: từ UBND Quận 1 đến UBND Quận 1, phương tiện bus. OK không?",CONFIRM(navigation),,,"{""destination"": ""UBND Quận 1"", ""origin"": ""UBND Quận 1"", ""mode"": ""bus""}",{},[],[]
navigation_0009,navigation,9,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""destination"": ""UBND Quận 1"", ""origin"": ""UBND Quận 1"", ""mode"": ""bus""}",{},[],[]
navigation_0010,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0010,navigation,1,user,Đi tới Chợ Bà Chiểu. Từ Sân bay Tân Sơn Nhất. Đi xe máy.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""motorbike""}}","{""mode"": ""motorbike"", ""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Chợ Bà Chiểu""}","{""mode"": ""motorbike"", ""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Chợ Bà Chiểu""}",{},[],[]
navigation_0010,navigation,2,system,"Chốt: từ Chợ Bà Chiểu đến Chợ Bà Chiểu, phương tiện motorbike. OK không?",CONFIRM(navigation),,,"{""mode"": ""motorbike"", ""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Chợ Bà Chiểu""}",{},[],[]
navigation_0010,navigation,3,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""mode"": ""motorbike"", ""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Chợ Bà Chiểu""}",{},[],[]
movie_0011,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0011,movie,1,user,Mình muốn đặt vé phim oppenheimer. Mai. Lotte.,,"{""act"": ""inform"", ""slots"": {""movie"": ""oppenheimer"", ""date"": ""tomorrow"", ""theater"": ""Lotte""}}","{""date"": ""tomorrow"", ""theater"": ""Lotte"", ""movie"": ""oppenheimer""}","{""theater"": ""Lotte"", ""movie"": ""oppenheimer""}","{""date"": ""tomorrow""}",[],"[""time"", ""tickets""]"
movie_0011,movie,2,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""theater"": ""Lotte"", ""movie"": ""oppenheimer""}","{""date"": ""tomorrow""}",[],"[""time"", ""tickets""]"
movie_0011,movie,3,user,18:30,,"{""act"": ""inform"", ""slots"": {""time"": ""18:30""}}","{""time"": ""18:30""}","{""theater"": ""Lotte"", ""movie"": ""oppenheimer""}","{""date"": ""tomorrow"", ""time"": ""18:30""}",[],"[""tickets""]"
movie_0011,movie,4,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""theater"": ""Lotte"", ""movie"": ""oppenheimer""}","{""date"": ""tomorrow"", ""time"": ""18:30""}",[],"[""tickets""]"
movie_0011,movie,5,user,2 vé BHD. 18:30,,"{""act"": ""inform"", ""slots"": {""tickets"": 2, ""theater"": ""BHD"", ""time"": ""18:30""}}","{""time"": ""18:30"", ""tickets"": 2, ""theater"": ""BHD""}","{""theater"": ""BHD"", ""movie"": ""oppenheimer""}","{""date"": ""tomorrow"", ""time"": ""18:30"", ""tickets"": 2}",[],[]
