conv_id,domain,row_id,speaker,utterance,sys_act,usr_act,asked_slot,extracted_slots,state_info,state_book,missing_info,missing_book
oracle_movie_00001,movie,8,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""tomorrow""}",[],"[""time"", ""tickets""]"
oracle_movie_00001,movie,9,user,Ủa alo?,,"{""act"": ""smalltalk"", ""slots"": {}}",,{},"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""tomorrow""}",[],"[""time"", ""tickets""]"
oracle_movie_00001,movie,10,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""tomorrow""}",[],"[""time"", ""tickets""]"
oracle_movie_00001,movie,11,user,22:00 Mình muốn đặt vé phim oppenheimer. Galaxy.,,"{""act"": ""inform"", ""slots"": {""time"": ""22:00"", ""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}}",,"{""time"": ""22:00""}","{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""tomorrow"", ""time"": ""22:00""}",[],"[""tickets""]"
oracle_movie_00001,movie,12,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,tickets,,"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""tomorrow"", ""time"": ""22:00""}",[],"[""tickets""]"
oracle_movie_00001,movie,13,user,"Mình không tiện nói, hỏi cái khác được không?",,"{""act"": ""refuse"", ""slots"": {}}",,{},"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""tomorrow"", ""time"": ""22:00""}",[],"[""tickets""]"
oracle_movie_00001,movie,14,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,tickets,,"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""tomorrow"", ""time"": ""22:00""}",[],"[""tickets""]"
oracle_movie_00001,movie,15,user,3 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 3}}",,"{""tickets"": 3}","{""movie"": ""oppenheimer"", ""theater"": ""Galaxy""}","{""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 3}",[],[]
oracle_navigation_00002,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
oracle_navigation_00002,navigation,1,user,Đi tới Bến Thành. Đi bus.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Bến Thành"", ""mode"": ""bus""}}",,"{""mode"": ""walk"", ""destination"": ""Bến Thành""}","{""mode"": ""walk"", ""destination"": ""Bến Thành""}",{},"[""origin""]",[]
oracle_navigation_00002,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""mode"": ""walk"", ""destination"": ""Bến Thành""}",{},"[""origin""]",[]
oracle_navigation_00002,navigation,3,user,Từ Chợ Bà Chiểu.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Chợ Bà Chiểu""}}",,"{""origin"": ""Chợ Bà Chiểu""}","{""mode"": ""walk"", ""destination"": ""Bến Thành"", ""origin"": ""Chợ Bà Chiểu""}",{},[],[]
oracle_navigation_00002,navigation,4,system,"Mình chốt: từ Chợ Bà Chiểu đến Bến Thành, đi walk. Đúng không?",CONFIRM(navigation),,,,"{""mode"": ""walk"", ""destination"": ""Bến Thành"", ""origin"": ""Chợ Bà Chiểu""}",{},[],[]
oracle_navigation_00002,navigation,5,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""mode"": ""walk"", ""destination"": ""Bến Thành"", ""origin"": ""Chợ Bà Chiểu""}",{},[],[]
oracle_navigation_00002,navigation,6,system,"Mình chốt: từ Chợ Bà Chiểu đến Bến Thành, đi walk. Đúng không?",CONFIRM(navigation),,,,"{""mode"": ""walk"", ""destination"": ""Bến Thành"", ""origin"": ""Chợ Bà Chiểu""}",{},[],[]
oracle_navigation_00002,navigation,7,user,"Không đúng, mình sửa lại: Đi bus.",,"{""act"": ""deny+inform"", ""slots"": {""mode"": ""bus""}}",,{},"{""mode"": ""walk"", ""destination"": ""Bến Thành"", ""origin"": ""Chợ Bà Chiểu""}",{},[],[]
oracle_navigation_00002,navigation,8,system,"Mình chốt: từ Chợ Bà Chiểu đến Bến Thành, đi walk. Đúng không?",CONFIRM(navigation),,,,"{""mode"": ""walk"", ""destination"": ""Bến Thành"", ""origin"": ""Chợ Bà Chiểu""}",{},[],[]
oracle_navigation_00002,navigation,9,user,"Không đúng, mình sửa lại: Đi bus.",,"{""act"": ""deny+inform"", ""slots"": {""mode"": ""bus""}}",,"{""mode"": ""walk""}","{""mode"": ""walk"", ""destination"": ""Bến Thành"", ""origin"": ""Chợ Bà Chiểu""}",{},[],[]
oracle_navigation_00002,navigation,10,system,"Mình chốt: từ Chợ Bà Chiểu đến Bến Thành, đi walk. Đúng không?",CONFIRM(navigation),,,,"{""mode"": ""walk"", ""destination"": ""Bến Thành"", ""origin"": ""Chợ Bà Chiểu""}",{},[],[]
oracle_navigation_00002,navigation,11,user,"Không đúng, mình sửa lại: Đi bus.",,"{""act"": ""deny+inform"", ""slots"": {""mode"": ""bus""}}",,"{""mode"": ""bus""}","{""mode"": ""bus"", ""destination"": ""Bến Thành"", ""origin"": ""Chợ Bà Chiểu""}",{},[],[]
oracle_navigation_00002,navigation,12,system,"Mình chốt: từ Chợ Bà Chiểu đến Bến Thành, đi bus. Đúng không?",CONFIRM(navigation),,,,"{""mode"": ""bus"", ""destination"": ""Bến Thành"", ""origin"": ""Chợ Bà Chiểu""}",{},[],[]
oracle_navigation_00002,navigation,13,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""mode"": ""bus"", ""destination"": ""Bến Thành"", ""origin"": ""Chợ Bà Chiểu""}",{},[],[]
oracle_navigation_00003,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
oracle_navigation_00003,navigation,1,user,Đi tới Central Stadium. Đi bus.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Central Stadium"", ""mode"": ""bus""}}",,"{""mode"": ""walk"", ""destination"": ""Central Station""}","{""mode"": ""walk"", ""destination"": ""Central Station""}",{},"[""origin""]",[]
oracle_navigation_00003,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""mode"": ""walk"", ""destination"": ""Central Station""}",{},"[""origin""]",[]
oracle_navigation_00003,navigation,3,user,Hi bot!,,"{""act"": ""smalltalk"", ""slots"": {}}",,{},"{""mode"": ""walk"", ""destination"": ""Central Station""}",{},"[""origin""]",[]
oracle_navigation_00003,navigation,4,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""mode"": ""walk"", ""destination"": ""Central Station""}",{},"[""origin""]",[]
oracle_navigation_00003,navigation,5,user,Ok ok.,,"{""act"": ""smalltalk"", ""slots"": {}}",,{},"{""mode"": ""walk"", ""destination"": ""Central Station""}",{},"[""origin""]",[]
oracle_navigation_00003,navigation,6,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""mode"": ""walk"", ""destination"": ""Central Station""}",{},"[""origin""]",[]
oracle_navigation_00003,navigation,7,user,Từ Bến Thành. Đi tới Central Stadium.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Bến Thành"", ""destination"": ""Central Stadium""}}",,"{""destination"": ""Bến Thành""}","{""mode"": ""walk"", ""destination"": ""Bến Thành""}",{},"[""origin""]",[]
oracle_navigation_00003,navigation,8,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""mode"": ""walk"", ""destination"": ""Bến Thành""}",{},"[""origin""]",[]
oracle_navigation_00003,navigation,9,user,"Mình không tiện nói, hỏi cái khác được không?",,"{""act"": ""refuse"", ""slots"": {}}",,{},"{""mode"": ""walk"", ""destination"": ""Bến Thành""}",{},"[""origin""]",[]
oracle_navigation_00003,navigation,10,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""mode"": ""walk"", ""destination"": ""Bến Thành""}",{},"[""origin""]",[]
oracle_navigation_00003,navigation,11,user,Từ Bến Thành.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Bến Thành""}}",,"{""origin"": ""Bến Thành""}","{""mode"": ""walk"", ""destination"": ""Bến Thành"", ""origin"": ""Bến Thành""}",{},[],[]
oracle_navigation_00003,navigation,12,system,"Mình chốt: từ Bến Thành đến Bến Thành, đi walk. Đúng không?",CONFIRM(navigation),,,,"{""mode"": ""walk"", ""destination"": ""Bến Thành"", ""origin"": ""Bến Thành""}",{},[],[]
oracle_navigation_00003,navigation,13,user,"Không đúng, mình sửa lại: Đi bus.",,"{""act"": ""deny+inform"", ""slots"": {""mode"": ""bus""}}",,"{""mode"": ""bus""}","{""mode"": ""bus"", ""destination"": ""Bến Thành"", ""origin"": ""Bến Thành""}",{},[],[]
oracle_navigation_00003,navigation,14,system,"Mình chốt: từ Bến Thành đến Bến Thành, đi bus. Đúng không?",CONFIRM(navigation),,,,"{""mode"": ""bus"", ""destination"": ""Bến Thành"", ""origin"": ""Bến Thành""}",{},[],[]
oracle_navigation_00003,navigation,15,user,"Không đúng, mình sửa lại: Đi tới Central Stadium.",,"{""act"": ""deny+inform"", ""slots"": {""destination"": ""Central Stadium""}}",,"{""destination"": ""Central Stadium""}","{""mode"": ""bus"", ""destination"": ""Central Stadium"", ""origin"": ""Bến Thành""}",{},[],[]
oracle_movie_00004,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,1,user,Mình muốn đặt vé phim wonka.,,"{""act"": ""inform"", ""slots"": {""movie"": ""wonka""}}",,"{""movie"": ""wonka""}","{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,3,user,"Mình không tiện nói, hỏi cái khác được không?",,"{""act"": ""refuse"", ""slots"": {}}",,{},"{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,4,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,5,user,Kể chuyện vui đi.,,"{""act"": ""oos"", ""slots"": {}}",,{},"{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,6,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,7,user,Galaxy.,,"{""act"": ""inform"", ""slots"": {""theater"": ""Galaxy""}}",,"{""theater"": ""Galaxy""}","{""movie"": ""wonka"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,8,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""movie"": ""wonka"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,9,user,Cuối tuần.,,"{""act"": ""inform"", ""slots"": {""date"": ""weekend""}}",,{},"{""movie"": ""wonka"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,10,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""movie"": ""wonka"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,11,user,Cho mình hỏi chút.,,"{""act"": ""smalltalk"", ""slots"": {}}",,{},"{""movie"": ""wonka"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,12,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""movie"": ""wonka"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
oracle_movie_00004,movie,13,user,Cuối tuần.,,"{""act"": ""inform"", ""slots"": {""date"": ""weekend""}}",,"{""date"": ""weekend""}","{""movie"": ""wonka"", ""theater"": ""Galaxy""}","{""date"": ""weekend""}",[],"[""time"", ""tickets""]"
oracle_movie_00004,movie,14,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""wonka"", ""theater"": ""Galaxy""}","{""date"": ""weekend""}",[],"[""time"", ""tickets""]"
oracle_movie_00004,movie,15,user,19:45,,"{""act"": ""inform"", ""slots"": {""time"": ""19:45""}}",,{},"{""movie"": ""wonka"", ""theater"": ""Galaxy""}","{""date"": ""weekend""}",[],"[""time"", ""tickets""]"
oracle_navigation_00005,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
oracle_navigation_00005,navigation,1,user,Đi tới Sân bay Tân Sơn Nhất.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Sân bay Tân Sơn Nhất""}}",,"{""destination"": ""Sân bay Tân Sơn Nhất""}","{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
oracle_navigation_00005,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
oracle_navigation_00005,navigation,3,user,Từ Landmark 81.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Landmark 81""}}",,{},"{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
oracle_navigation_00005,navigation,4,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
oracle_navigation_00005,navigation,5,user,Từ Landmark 81.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Landmark 81""}}",,"{""origin"": ""Landmark 81""}","{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81""}",{},"[""mode""]",[]
oracle_navigation_00005,navigation,6,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,mode,,"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81""}",{},"[""mode""]",[]
oracle_navigation_00005,navigation,7,user,Đi xe máy. Đi tới Sân bay Tân Sơn Nhất. Từ Landmark 81.,,"{""act"": ""inform"", ""slots"": {""mode"": ""motorbike"", ""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81""}}",,"{""mode"": ""motorbike"", ""origin"": ""Landmark 81""}","{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81"", ""mode"": ""motorbike""}",{},[],[]
oracle_navigation_00005,navigation,8,system,Bạn muốn tránh gì không? (kẹt xe/cao tốc/phà),REQUEST(navigation.avoid),,avoid,,"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81"", ""mode"": ""motorbike""}",{},[],[]
oracle_navigation_00005,navigation,9,user,Mình chưa rõ.,,"{""act"": ""inform"", ""slots"": {}}",,{},"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81"", ""mode"": ""motorbike""}",{},[],[]
oracle_navigation_00005,navigation,10,system,"Mình chốt: từ Landmark 81 đến Sân bay Tân Sơn Nhất, đi motorbike. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81"", ""mode"": ""motorbike""}",{},[],[]
oracle_navigation_00005,navigation,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81"", ""mode"": ""motorbike""}",{},[],[]
oracle_navigation_00006,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
oracle_navigation_00006,navigation,1,user,Đi tới Bến Thành.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Bến Thành""}}",,"{""destination"": ""Bến Thành""}","{""destination"": ""Bến Thành""}",{},"[""origin"", ""mode""]",[]
oracle_navigation_00006,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""destination"": ""Bến Thành""}",{},"[""origin"", ""mode""]",[]
oracle_navigation_00006,navigation,3,user,Từ City Hall.,,"{""act"": ""inform"", ""slots"": {""origin"": ""City Hall""}}",,"{""origin"": ""City Hall""}","{""destination"": ""Bến Thành"", ""origin"": ""City Hall""}",{},"[""mode""]",[]
oracle_navigation_00006,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,mode,,"{""destination"": ""Bến Thành"", ""origin"": ""City Hall""}",{},"[""mode""]",[]
oracle_navigation_00006,navigation,5,user,Đi ô tô. Đi tới Bến Thành.,,"{""act"": ""inform"", ""slots"": {""mode"": ""car"", ""destination"": ""Bến Thành""}}",,"{""mode"": ""car"", ""destination"": ""Bến Thành""}","{""destination"": ""Bến Thành"", ""origin"": ""City Hall"", ""mode"": ""car""}",{},[],[]
oracle_navigation_00006,navigation,6,system,"Mình chốt: từ City Hall đến Bến Thành, đi car. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Bến Thành"", ""origin"": ""City Hall"", ""mode"": ""car""}",{},[],[]
oracle_navigation_00006,navigation,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""destination"": ""Bến Thành"", ""origin"": ""City Hall"", ""mode"": ""car""}",{},[],[]
oracle_movie_00007,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
oracle_movie_00007,movie,1,user,Mình muốn đặt vé phim wonka.,,"{""act"": ""inform"", ""slots"": {""movie"": ""wonka""}}",,"{""movie"": ""wonka""}","{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
oracle_movie_00007,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
oracle_movie_00007,movie,3,user,Galaxy.,,"{""act"": ""inform"", ""slots"": {""theater"": ""Galaxy""}}",,"{""theater"": ""Galaxy""}","{""movie"": ""wonka"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
oracle_movie_00007,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""movie"": ""wonka"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
oracle_movie_00007,movie,5,user,Hôm nay.,,"{""act"": ""inform"", ""slots"": {""date"": ""today""}}",,"{""date"": ""today""}","{""movie"": ""wonka"", ""theater"": ""Galaxy""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
oracle_movie_00007,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""wonka"", ""theater"": ""Galaxy""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
oracle_movie_00007,movie,7,user,18:30,,"{""act"": ""inform"", ""slots"": {""time"": ""18:30""}}",,"{""time"": ""18:30""}","{""movie"": ""wonka"", ""theater"": ""Galaxy""}","{""date"": ""today"", ""time"": ""18:30""}",[],"[""tickets""]"
oracle_movie_00007,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,tickets,,"{""movie"": ""wonka"", ""theater"": ""Galaxy""}","{""date"": ""today"", ""time"": ""18:30""}",[],"[""tickets""]"
oracle_movie_00007,movie,9,user,4 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 4}}",,"{""tickets"": 4}","{""movie"": ""wonka"", ""theater"": ""Galaxy""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 4}",[],[]
oracle_movie_00007,movie,10,system,"Mình chốt: phim wonka, rạp Galaxy, ngày today, giờ 18:30, 4 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""wonka"", ""theater"": ""Galaxy""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 4}",[],[]
oracle_movie_00007,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""wonka"", ""theater"": ""Galaxy""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 4}",[],[]
oracle_navigation_00008,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
oracle_navigation_00008,navigation,1,user,Đi tới Landmark 81.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Landmark 81""}}",,"{""destination"": ""Landmark 81""}","{""destination"": ""Landmark 81""}",{},"[""origin"", ""mode""]",[]
